ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,417.22,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ0894,Δικαστικά – συμβολαιογραφικά έξοδα,7.00,0.34,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,33.00,0.47,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,60.00,20.42,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,3.00,0.60,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1211,Προμήθεια υγειονομικού και φαρμακευτικού υλικού,1.00,0.15,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1231,Προμήθεια ειδών καθαριότητας,10.00,6.59,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,,0.10,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,25.00,2.64,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,20.00,7.24,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,21.00,3.01,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,93.00,62.91,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1611,Κατ’ αποκοπή χορήγημα διατροφής. περίθαλψης και    λοιπών εξ,4.00,1.30,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1699,Λοιπές προμήθειες,25.00,13.64,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1711,Προμήθεια επίπλων,10.00,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,15.00,0.79,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ1725,Προμήθεια κάθε είδους τηλεπικοινωνιακού. μετεωρολογικού και,,2.33,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9111,Προμήθεια ειδών γραφικής ύλης. υλικών εκτύπωσης και μικροεξο,55.00,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9131,Προμήθεια ειδών συντήρησης και επισκευής εξοπλισμού,5.00,0.28,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9141,Προμήθεια ειδών ιματισμού. υπόδησης και εξάρτυσης,2.00,1.22,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9151,Προμήθεια καυσίμων και λιπαντικών,5.00,3.58,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9169,Λοιπές προμήθειες,5.00,0.05,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9711,Έξοδα για μετακίνηση προσωπικού,25.38,17.95,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9811,Πληρωμή υποχρεώσεων από μισθώματα,,10.64,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9831,Δαπάνες ύδρευσης και άρδευσης,2.00,0.07,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9839,Δαπάνες καθαριότητας,3.62,3.62,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9851,Συντήρηση και επισκευή μηχανικού και λοιπού εξοπλισμού,10.00,0.42,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9873,Λοιπές αμοιβές,,0.36,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Ξ9891,Ειδικές αμοιβές και λοιπές δαπάνες,1.00,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,610,Οικονομική Επιθεώρηση. Υ.Ε.Ε.Α.Δ.. Υ.Δ.Ε,Αποτέλεσμα,,1.754.00,1.424.05,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,10.50,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,3.211.93,2.418.55,4.012.77,1.192.68,,-2.820.09,1.192.68,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1124,Προμήθεια έντυπων τίτλων αξιών,1.631.96,,2.602.21,854.72,,-1.747.49,854.72,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1421,Προμήθεια ιματισμού. υφασμάτων και συναφών υλικών,58.11,,,58.11,58.11,,58.11,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1423,Προμήθεια ειδών υπόδησης,60.89,,,60.89,60.89,,60.89,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1699,Λοιπές προμήθειες,129.15,,129.15,129.15,,,129.15,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,150.00,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,1.230.11,189.70,,210.00,210.00,,210.00,100.00%,,10.75
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ1729,Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπ,1.040.00,,,255.82,255.82,,255.82,100.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Ξ9179,Λοιπός εξοπλισμός,331.36,331.36,315.87,315.87,,,315.87,100.00%,315.86,315.86
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,620,Δαπάνες προμηθειών κεντρικής υπηρεσίας,Αποτέλεσμα,,7.854.00,2.939.61,7.060.00,3.077.24,584.81,-4.567.58,3.077.24,100.00%,315.86,326.61
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0288,Καταβολή αποδοχών. επιδομάτων κ.λπ. παρελθόντων   ετών σε εκ,,24.16,,35.00,35.00,,35.00,100.00%,21.68,21.68
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0345,Αμοιβές προσωπικού που πραγματοποιεί στις δημόσιες,566.00,472.38,476.00,476.00,,,476.00,100.00%,197.15,197.15
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0511,Αποζημίωση για υπερωριακή εργασία,40.00,25.51,41.80,41.80,,,41.80,100.00%,17.93,17.93
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0561,Αποζημίωση για απασχόληση πέραν του κανονικού ωρα ρίου υπαλλ,,,3.20,3.20,,,3.20,100.00%,1.18,1.18
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,8.00,4.82,10.00,10.00,,,5.00,50.00%,1.44,2.24
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0712,Εξοδα μετάθεσης ή απόσπασης στο εσωτερικό,12.00,6.49,14.00,14.00,,,7.00,50.00%,0.29,0.29
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0713,Εξοδα μετακίνησης από το εσωτερικό στο εξωτερικό  και αντίστ,30.00,9.53,20.00,20.00,,,18.00,90.00%,10.37,17.91
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0714,Εξοδα μετάθεσης ή απόσπασης στο εξωτερικό,2.00,14.17,4.10,4.10,,,2.05,50.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0813,Μισθώματα κτιρίων,658.00,632.44,657.00,657.00,,,657.00,100.00%,143.14,143.14
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0823,Ταχυδρομικά,6.00,2.35,6.50,6.50,,,3.25,50.00%,0.85,0.85
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,80.00,54.09,70.00,70.00,,,70.00,100.00%,22.99,23.80
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0829,Λοιπές μεταφορές,10.00,8.20,7.00,7.00,,,3.50,50.00%,,0.36
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0831,Υδρευση και άρδευση,10.00,6.44,8.00,8.00,,,8.00,100.00%,2.34,2.44
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0832,Ηλεκτρική ενέργεια,180.00,120.32,140.00,140.00,,,140.00,100.00%,19.17,23.60
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,297.50,249.08,260.00,260.00,,,260.00,100.00%,131.10,158.56
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0843,Εκδόσεις – εκτυπώσεις – β,8.00,4.48,5.00,5.00,,,2.50,50.00%,2.44,2.44
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,8.00,5.84,8.00,8.00,,,8.00,100.00%,3.14,3.14
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0861,Αμοιβές για συντήρηση και επισκευή,,,2.00,2.00,,,1.00,50.00%,0.56,0.56
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,6.00,4.31,6.00,6.00,,,3.00,50.00%,0.35,0.40
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0871,Αμοιβές φυσικών προσώπων,410.00,693.12,612.00,568.32,,-43.68,568.32,100.00%,313.82,341.59
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0873,Αμοιβές νομικών προσώπων,86.00,86.94,140.00,1.514.25,1.374.25,,1.500.25,99.08%,1.211.71,1.211.71
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,3.00,31.37,38.00,38.00,,,38.00,100.00%,5.04,5.04
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,1.234.36,,4.400.00,5.000.00,-600.00,5.000.00,113.64%,261.74,597.47
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0894,Δικαστικά – συμβολαιογραφικά έξοδα,290.00,240.80,250.00,269.22,19.22,,144.22,53.57%,82.96,108.34
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,5.00,0.31,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,40.00,32.72,42.00,42.00,,,37.80,90.00%,10.00,10.84
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,20.00,13.67,12.00,12.00,,,10.80,90.00%,4.06,4.06
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1231,Προμήθεια ειδών καθαριότητας,8.00,5.39,8.00,8.00,,,7.20,90.00%,3.10,3.10
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1232,Κατ'αποκοπή χορήγημα για καθαριότητα,40.00,,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,2.00,0.45,2.00,2.00,,,1.80,90.00%,1.47,1.47
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,,,2.00,2.00,,,1.80,90.00%,0.63,0.63
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,14.00,11.74,15.00,15.00,,,13.50,90.00%,6.52,6.63
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,,,2.40,2.09,,-0.31,1.88,90.00%,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,55.00,22.18,40.00,40.00,,,36.00,90.00%,10.56,10.84
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1699,Λοιπές προμήθειες,10.00,7.80,10.00,10.00,,,9.00,90.00%,2.27,2.27
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1711,Προμήθεια επίπλων,9.00,5.36,6.00,6.00,,,5.40,90.00%,0.35,0.35
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1712,Προμήθεια συσκευών θέρμανσης και κλιματισμού,4.00,0.26,3.00,3.00,,,2.70,90.00%,0.42,0.42
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,7.00,1.90,7.00,7.00,,,6.30,90.00%,0.53,0.53
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,5.00,3.25,3.00,3.00,,,2.70,90.00%,0.25,0.25
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9151,Προμήθεια καυσίμων και λιπαντικών,5.00,3.08,3.00,3.00,,,3.00,100.00%,0.06,0.06
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9711,Έξοδα για μετακίνηση προσωπικού,2.00,0.39,,,,,,,,
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9821,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,20.00,12.02,13.40,13.40,,,13.40,100.00%,11.88,11.88
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9829,Λοιπές μεταφορές,1.50,0.40,1.00,1.00,,,1.00,100.00%,0.46,0.46
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9831,Δαπάνες ύδρευσης και άρδευσης,1.00,0.43,0.60,0.60,,,0.60,100.00%,0.08,0.08
000/23,ΥΠΟΥΡΓΕΙΟ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΟΙΚΟΝ,630,Νομικό Συμβούλιο του Κράτους,Ξ9832,Δαπάνες ηλεκτρικής ενέργειας,43.00,36.26,46.00,46.00,,,46.00,100.00%,29.13,29.13
